Transaction_ID,Configuration,Screen Size,Battery Life,RAM,Processor Speeds,Integrated Wireless,HD Size,Bundled Applications,Retail Price
66514,236,15,5,2,2.4,No,80,No,460.0
91606,322,15,6,1,2.4,Yes,40,No,465.0
25515,316,15,6,1,2.0,No,80,No,450.0
263511,589,17,5,1,1.5,No,120,Yes,350.0
281522,546,17,4,4,2.0,Yes,40,No,595.0
167156,58,15,4,2,1.5,No,40,No,189.0
177326,348,15,6,2,1.5,No,80,No,287.0
237011,650,17,5,2,2.0,No,40,No,445.0
83441,763,17,6,1,2.4,No,80,Yes,635.0
164629,324,15,6,1,2.4,Yes,80,No,495.0
21901,169,15,5,1,2.0,No,40,Yes,
265553,732,17,6,1,1.5,No,80,No,510.0
54555,70,15,4,2,2.0,Yes,120,No,405.0
99873,263,15,5,4,2.0,Yes,300,Yes,685.0
74880,796,17,6,2,2.0,No,80,No,605.0
252126,310,15,6,1,2.0,Yes,120,No,450.0
51758,812,17,6,2,2.4,No,80,No,640.0
160042,605,17,5,1,2.0,No,120,Yes,540.0
19766,221,15,5,2,2.0,No,120,Yes,
158001,460,17,4,1,2.0,No,80,No,450.0
103399,37,15,4,1,2.4,Yes,120,Yes,475.0
251487,266,15,5,4,2.0,No,40,No,495.0
143777,272,15,5,4,2.0,No,300,No,615.0
280872,100,15,4,4,1.5,Yes,80,No,510.0
113634,87,15,4,2,2.4,Yes,300,Yes,570.0
256408,233,15,5,2,2.4,No,40,Yes,410.0
227034,201,15,5,2,1.5,No,40,Yes,320.0
140825,331,15,6,1,2.4,No,80,Yes,530.0
106049,447,17,4,1,1.5,No,300,Yes,560.0
193527,589,17,5,1,1.5,No,120,Yes,510.0
133401,683,17,5,4,1.5,No,80,Yes,660.0
238973,779,17,6,2,1.5,No,80,Yes,590.0
4604,145,15,5,1,1.5,Yes,40,Yes,390.0
153385,722,17,6,1,1.5,Yes,40,No,505.0
105372,249,15,5,4,1.5,No,40,Yes,520.0
43824,598,17,5,1,2.0,Yes,120,No,525.0
52256,169,15,5,1,2.0,No,40,Yes,370.0
164640,483,17,4,2,1.5,Yes,80,Yes,371.0
40491,715,17,5,4,2.4,No,80,Yes,710.0
262222,144,15,4,4,2.4,No,300,No,620.0
233978,668,17,5,2,2.4,No,80,No,510.0
32258,167,15,5,1,2.0,Yes,300,Yes,515.0
110349,133,15,4,4,2.4,Yes,120,Yes,630.0
124355,585,17,5,1,1.5,No,40,Yes,460.0
216760,465,17,4,1,2.4,Yes,40,Yes,495.0
234705,408,15,6,4,2.0,Yes,300,No,715.0
156641,237,15,5,2,2.4,No,120,Yes,350.0
93833,523,17,4,2,2.4,No,80,Yes,580.0
179645,88,15,4,2,2.4,Yes,300,No,510.0
97473,221,15,5,2,2.0,No,120,Yes,445.0
261670,493,17,4,2,1.5,No,120,Yes,350.0
121866,691,17,5,4,2.0,Yes,80,Yes,705.0
286832,540,17,4,4,1.5,No,80,No,413.0
113194,780,17,6,2,1.5,No,80,No,570.0
277438,141,15,4,4,2.4,No,120,Yes,427.0
61771,131,15,4,4,2.4,Yes,80,Yes,610.0
247802,577,17,5,1,1.5,Yes,40,Yes,465.0
193705,832,17,6,4,1.5,No,300,No,770.0
193488,593,17,5,1,2.0,Yes,40,Yes,495.0
227459,479,17,4,1,2.4,No,300,Yes,595.0
177597,447,17,4,1,1.5,No,300,Yes,555.0
83778,804,17,6,2,2.4,Yes,80,No,650.0
73831,165,15,5,1,2.0,Yes,120,Yes,445.0
140220,769,17,6,2,1.5,Yes,40,Yes,600.0
194675,214,15,5,2,2.0,Yes,120,No,385.0
203296,268,15,5,4,2.0,No,80,No,535.0
95222,239,15,5,2,2.4,No,300,Yes,580.0
160362,325,15,6,1,2.4,Yes,120,Yes,565.0
133317,105,15,4,4,1.5,No,40,Yes,500.0
239544,669,17,5,2,2.4,No,120,Yes,580.0
243760,393,15,6,4,1.5,No,40,Yes,600.0
94355,469,17,4,1,2.4,Yes,120,Yes,575.0
297498,650,17,5,2,2.0,No,40,No,435.0
291573,359,15,6,2,2.0,Yes,300,Yes,
134904,132,15,4,4,2.4,Yes,80,No,560.0
28647,209,15,5,2,2.0,Yes,40,Yes,435.0
54455,612,17,5,1,2.4,Yes,80,No,530.0
250237,227,15,5,2,2.4,Yes,80,Yes,470.0
159287,142,15,4,4,2.4,No,120,No,560.0
69196,585,17,5,1,1.5,No,40,Yes,470.0
138570,181,15,5,1,2.4,Yes,120,Yes,490.0
296919,465,17,4,1,2.4,Yes,40,Yes,490.0
39267,410,15,6,4,2.0,No,40,No,
236189,71,15,4,2,2.0,Yes,300,Yes,465.0
1991,296,15,6,1,1.5,Yes,300,No,540.0
137885,358,15,6,2,2.0,Yes,120,No,485.0
112163,809,17,6,2,2.4,No,40,Yes,630.0
53691,318,15,6,1,2.0,No,120,No,460.0
141408,482,17,4,2,1.5,Yes,40,No,450.0
210279,779,17,6,2,1.5,No,80,Yes,600.0
20762,65,15,4,2,2.0,Yes,40,Yes,
282429,484,17,4,2,1.5,Yes,80,No,315.0
241750,830,17,6,4,1.5,No,120,No,710.0
71757,838,17,6,4,2.0,Yes,120,No,755.0
165156,612,17,5,1,2.4,Yes,80,No,515.0
272619,754,17,6,1,2.4,Yes,40,No,540.0
157696,640,17,5,2,1.5,No,300,No,560.0
84650,135,15,4,4,2.4,Yes,300,Yes,690.0
159970,146,15,5,1,1.5,Yes,40,No,210.0
87785,398,15,6,4,1.5,No,120,No,610.0
192794,534,17,4,4,1.5,Yes,120,No,630.0
118151,679,17,5,4,1.5,Yes,300,Yes,760.0
43735,270,15,5,4,2.0,No,120,No,555.0
268176,599,17,5,1,2.0,Yes,300,Yes,605.0
282826,320,15,6,1,2.0,No,300,No,490.0
50337,637,17,5,2,1.5,No,120,Yes,580.0
250573,440,17,4,1,1.5,Yes,300,No,510.0
69638,584,17,5,1,1.5,Yes,300,No,560.0
162014,299,15,6,1,1.5,No,80,Yes,315.0
202804,520,17,4,2,2.4,Yes,300,No,600.0
218398,380,15,6,2,2.4,No,80,No,490.0
204941,598,17,5,1,2.0,Yes,120,No,505.0
193879,269,15,5,4,2.0,No,120,Yes,605.0
141095,750,17,6,1,2.0,No,120,No,575.0
208721,463,17,4,1,2.0,No,300,Yes,575.0
237553,629,17,5,2,1.5,Yes,120,Yes,550.0
105532,103,15,4,4,1.5,Yes,300,Yes,640.0
161215,250,15,5,4,1.5,No,40,No,329.0
163496,745,17,6,1,2.0,No,40,Yes,560.0
200448,23,15,4,1,2.0,Yes,300,Yes,470.0
123316,241,15,5,4,1.5,Yes,40,Yes,540.0
118200,179,15,5,1,2.4,Yes,80,Yes,470.0
292258,721,17,6,1,1.5,Yes,40,Yes,378.0
173347,77,15,4,2,2.0,No,120,Yes,405.0
246054,782,17,6,2,1.5,No,120,No,560.0
124325,798,17,6,2,2.0,No,120,No,615.0
149053,406,15,6,4,2.0,Yes,120,No,
140879,827,17,6,4,1.5,No,80,Yes,740.0
161393,761,17,6,1,2.4,No,40,Yes,585.0
164636,370,15,6,2,2.4,Yes,40,No,490.0
9761,210,15,5,2,2.0,Yes,40,No,405.0
15810,72,15,4,2,2.0,Yes,300,No,495.0
18904,55,15,4,2,1.5,Yes,300,Yes,520.0
238932,747,17,6,1,2.0,No,80,Yes,590.0
221408,447,17,4,1,1.5,No,300,Yes,545.0
241963,343,15,6,2,1.5,Yes,300,Yes,540.0
206383,456,17,4,1,2.0,Yes,300,No,545.0
94131,223,15,5,2,2.0,No,300,Yes,505.0
147930,736,17,6,1,1.5,No,300,No,605.0
111375,10,15,4,1,1.5,No,40,No,265.0
217753,138,15,4,4,2.4,No,40,No,500.0
126675,838,17,6,4,2.0,Yes,120,No,755.0
9506,11,15,4,1,1.5,No,80,Yes,385.0
46875,636,17,5,2,1.5,No,80,No,510.0
238378,395,15,6,4,1.5,No,80,Yes,640.0
148959,563,17,4,4,2.4,Yes,80,Yes,710.0
149433,681,17,5,4,1.5,No,40,Yes,620.0
186093,93,15,4,2,2.4,No,120,Yes,470.0
222645,165,15,5,1,2.0,Yes,120,Yes,425.0
15000,341,15,6,2,1.5,Yes,120,Yes,570.0
238527,763,17,6,1,2.4,No,80,Yes,615.0
21114,195,15,5,2,1.5,Yes,80,Yes,460.0
104051,449,17,4,1,2.0,Yes,40,Yes,490.0
245157,151,15,5,1,1.5,Yes,300,Yes,460.0
92025,252,15,5,4,1.5,No,80,No,510.0
178358,684,17,5,4,1.5,No,80,No,610.0
15506,51,15,4,2,1.5,Yes,80,Yes,450.0
10427,56,15,4,2,1.5,Yes,300,No,480.0
278891,195,15,5,2,1.5,Yes,80,Yes,259.0
56920,263,15,5,4,2.0,Yes,300,Yes,685.0
48599,488,17,4,2,1.5,Yes,300,No,413.0
208091,585,17,5,1,1.5,No,40,Yes,450.0
233920,460,17,4,1,2.0,No,80,No,440.0
282711,195,15,5,2,1.5,Yes,80,Yes,370.0
206046,21,15,4,1,2.0,Yes,120,Yes,410.0
142079,149,15,5,1,1.5,Yes,120,Yes,415.0
154202,266,15,5,4,2.0,No,40,No,495.0
139847,494,17,4,2,1.5,No,120,No,490.0
85490,18,15,4,1,2.0,Yes,40,No,315.0
63421,441,17,4,1,1.5,No,40,Yes,450.0
192434,123,15,4,4,2.0,No,80,Yes,565.0
201921,36,15,4,1,2.4,Yes,80,No,390.0
236101,845,17,6,4,2.0,No,120,Yes,785.0
53248,283,15,5,4,2.4,No,80,Yes,610.0
101519,118,15,4,4,2.0,Yes,120,No,555.0
106562,385,15,6,4,1.5,Yes,40,Yes,620.0
211418,75,15,4,2,2.0,No,80,Yes,375.0
141128,58,15,4,2,1.5,No,40,No,280.0
94122,758,17,6,1,2.4,Yes,120,No,625.0
3640,67,15,4,2,2.0,Yes,80,Yes,485.0
285025,296,15,6,1,1.5,Yes,300,No,485.0
110741,578,17,5,1,1.5,Yes,40,No,430.0
14124,214,15,5,2,2.0,Yes,120,No,465.0
212765,320,15,6,1,2.0,No,300,No,500.0
138920,309,15,6,1,2.0,Yes,120,Yes,520.0
160888,838,17,6,4,2.0,Yes,120,No,
268336,547,17,4,4,2.0,Yes,80,Yes,685.0
221929,182,15,5,1,2.4,Yes,120,No,425.0
241102,668,17,5,2,2.4,No,80,No,510.0
280961,248,15,5,4,1.5,Yes,300,No,610.0
55417,493,17,4,2,1.5,No,120,Yes,560.0
134344,77,15,4,2,2.0,No,120,Yes,415.0
20561,56,15,4,2,1.5,Yes,300,No,470.0
91728,9,15,4,1,1.5,No,40,Yes,320.0
124482,731,17,6,1,1.5,No,80,Yes,580.0
76955,352,15,6,2,1.5,No,300,No,510.0
255,291,15,6,1,1.5,Yes,80,Yes,510.0
83284,492,17,4,2,1.5,No,80,No,480.0
159645,694,17,5,4,2.0,Yes,120,No,675.0
163961,120,15,4,4,2.0,Yes,300,No,615.0
33174,346,15,6,2,1.5,No,40,No,410.0
222023,378,15,6,2,2.4,No,40,No,450.0
226050,786,17,6,2,2.0,Yes,40,No,545.0
58731,665,17,5,2,2.4,No,40,Yes,570.0
241757,51,15,4,2,1.5,Yes,80,Yes,360.0
260614,681,17,5,4,1.5,No,40,Yes,620.0
119872,633,17,5,2,1.5,No,40,Yes,500.0
51917,610,17,5,1,2.4,Yes,40,No,490.0
115710,528,17,4,2,2.4,No,300,No,600.0
135161,244,15,5,4,1.5,Yes,80,No,530.0
262737,461,17,4,1,2.0,No,120,Yes,505.0
64557,627,17,5,2,1.5,Yes,80,Yes,580.0
30107,350,15,6,2,1.5,No,120,No,480.0
217395,461,17,4,1,2.0,No,120,Yes,510.0
221060,578,17,5,1,1.5,Yes,40,No,415.0
171111,802,17,6,2,2.4,Yes,40,No,590.0
47178,858,17,6,4,2.4,No,40,No,700.0
225496,28,15,4,1,2.0,No,80,No,315.0
295998,652,17,5,2,2.0,No,80,No,
162808,331,15,6,1,2.4,No,80,Yes,
291794,612,17,5,1,2.4,Yes,80,No,350.0
135960,126,15,4,4,2.0,No,120,No,535.0
61649,292,15,6,1,1.5,Yes,80,No,435.0
33982,222,15,5,2,2.0,No,120,No,415.0
224643,505,17,4,2,2.0,No,40,Yes,475.0
215432,594,17,5,1,2.0,Yes,40,No,445.0
226631,556,17,4,4,2.0,No,80,No,615.0
93127,254,15,5,4,1.5,No,120,No,530.0
14964,15,15,4,1,1.5,No,300,Yes,465.0
171211,159,15,5,1,1.5,No,300,Yes,315.0
43030,443,17,4,1,1.5,No,80,Yes,490.0
117635,77,15,4,2,2.0,No,120,Yes,415.0
280386,770,17,6,2,1.5,Yes,40,No,510.0
268280,452,17,4,1,2.0,Yes,80,No,
245610,459,17,4,1,2.0,No,80,Yes,490.0
149493,481,17,4,2,1.5,Yes,40,Yes,490.0
183514,348,15,6,2,1.5,No,80,No,400.0
49733,802,17,6,2,2.4,Yes,40,No,620.0
69829,393,15,6,4,1.5,No,40,Yes,600.0
92219,85,15,4,2,2.4,Yes,120,Yes,520.0
266683,630,17,5,2,1.5,Yes,120,No,343.0
193846,20,15,4,1,2.0,Yes,80,No,340.0
141038,267,15,5,4,2.0,No,80,Yes,585.0
260315,278,15,5,4,2.4,Yes,120,No,420.0
268299,424,15,6,4,2.4,Yes,300,No,740.0
170449,341,15,6,2,1.5,Yes,120,Yes,500.0
151980,225,15,5,2,2.4,Yes,40,Yes,460.0
258589,543,17,4,4,1.5,No,300,Yes,720.0
237469,314,15,6,1,2.0,No,40,No,375.0
128950,546,17,4,4,2.0,Yes,40,No,595.0
160144,237,15,5,2,2.4,No,120,Yes,350.0
181886,235,15,5,2,2.4,No,80,Yes,480.0
133954,794,17,6,2,2.0,No,40,No,555.0
274803,301,15,6,1,1.5,No,120,Yes,
95723,603,17,5,1,2.0,No,80,Yes,530.0
121576,332,15,6,1,2.4,No,80,No,480.0
21522,197,15,5,2,1.5,Yes,120,Yes,336.0
53994,369,15,6,2,2.4,Yes,40,Yes,570.0
231817,48,15,4,1,2.4,No,300,No,445.0
55595,465,17,4,1,2.4,Yes,40,Yes,520.0
119594,481,17,4,2,1.5,Yes,40,Yes,500.0
90074,140,15,4,4,2.4,No,80,No,540.0
233992,122,15,4,4,2.0,No,40,No,475.0
279085,775,17,6,2,1.5,Yes,300,Yes,680.0
129479,460,17,4,1,2.0,No,80,No,455.0
190034,243,15,5,4,1.5,Yes,80,Yes,580.0
285875,772,17,6,2,1.5,Yes,80,No,550.0
47758,686,17,5,4,1.5,No,120,No,630.0
289590,481,17,4,2,1.5,Yes,40,Yes,460.0
33184,24,15,4,1,2.0,Yes,300,No,445.0
157976,438,17,4,1,1.5,Yes,120,No,465.0
214354,134,15,4,4,2.4,Yes,120,No,580.0
25137,29,15,4,1,2.0,No,120,Yes,420.0
291003,469,17,4,1,2.4,Yes,120,Yes,550.0
78667,312,15,6,1,2.0,Yes,300,No,535.0
203753,141,15,4,4,2.4,No,120,Yes,610.0
51896,59,15,4,2,1.5,No,80,Yes,273.0
206047,363,15,6,2,2.0,No,80,Yes,475.0
70083,313,15,6,1,2.0,No,40,Yes,450.0
18255,356,15,6,2,2.0,Yes,80,No,515.0
66476,344,15,6,2,1.5,Yes,300,No,540.0
134355,750,17,6,1,2.0,No,120,No,575.0
29246,221,15,5,2,2.0,No,120,Yes,475.0
111013,175,15,5,1,2.0,No,300,Yes,480.0
144450,583,17,5,1,1.5,Yes,300,Yes,595.0
104232,182,15,5,1,2.4,Yes,120,No,445.0
132911,132,15,4,4,2.4,Yes,80,No,560.0
204578,183,15,5,1,2.4,Yes,300,Yes,540.0
168280,173,15,5,1,2.0,No,120,Yes,415.0
1786,56,15,4,2,1.5,Yes,300,No,490.0
51537,494,17,4,2,1.5,No,120,No,510.0
185777,109,15,4,4,1.5,No,120,Yes,560.0
153141,256,15,5,4,1.5,No,300,No,590.0
197942,82,15,4,2,2.4,Yes,40,No,380.0
185501,77,15,4,2,2.0,No,120,Yes,395.0
231818,367,15,6,2,2.0,No,300,Yes,545.0
112901,569,17,4,4,2.4,No,40,Yes,650.0
6351,201,15,5,2,1.5,No,40,Yes,420.0
44665,836,17,6,4,2.0,Yes,80,No,
155292,44,15,4,1,2.4,No,80,No,375.0
98714,266,15,5,4,2.0,No,40,No,495.0
51288,658,17,5,2,2.4,Yes,40,No,540.0
99384,812,17,6,2,2.4,No,80,No,630.0
239421,416,15,6,4,2.0,No,300,No,695.0
62367,152,15,5,1,1.5,Yes,300,No,435.0
204681,782,17,6,2,1.5,No,120,No,570.0
282347,789,17,6,2,2.0,Yes,120,Yes,645.0
125705,307,15,6,1,2.0,Yes,80,Yes,500.0
549,362,15,6,2,2.0,No,40,No,475.0
106066,504,17,4,2,2.0,Yes,300,No,595.0
271852,472,17,4,1,2.4,Yes,300,No,560.0
269778,571,17,4,4,2.4,No,80,Yes,690.0
106642,626,17,5,2,1.5,Yes,40,No,470.0
6472,314,15,6,1,2.0,No,40,No,425.0
259539,572,17,4,4,2.4,No,80,No,640.0
233719,98,15,4,4,1.5,Yes,40,No,470.0
209062,84,15,4,2,2.4,Yes,80,No,420.0
296177,202,15,5,2,1.5,No,40,No,260.0
19803,197,15,5,2,1.5,Yes,120,Yes,480.0
169661,101,15,4,4,1.5,Yes,120,Yes,580.0
172042,438,17,4,1,1.5,Yes,120,No,
155759,163,15,5,1,2.0,Yes,80,Yes,415.0
281274,134,15,4,4,2.4,Yes,120,No,406.0
233122,269,15,5,4,2.0,No,120,Yes,605.0
78422,334,15,6,1,2.4,No,120,No,505.0
262159,759,17,6,1,2.4,Yes,300,Yes,710.0
222929,310,15,6,1,2.0,Yes,120,No,455.0
246767,31,15,4,1,2.0,No,300,Yes,445.0
6087,307,15,6,1,2.0,Yes,80,Yes,535.0
275382,94,15,4,2,2.4,No,120,No,280.0
192747,814,17,6,2,2.4,No,120,No,620.0
178183,698,17,5,4,2.0,No,40,No,595.0
25836,210,15,5,2,2.0,Yes,40,No,385.0
156231,352,15,6,2,1.5,No,300,No,490.0
234430,149,15,5,1,1.5,Yes,120,Yes,400.0
76681,713,17,5,4,2.4,No,40,Yes,670.0
202650,270,15,5,4,2.0,No,120,No,555.0
110992,666,17,5,2,2.4,No,40,No,500.0
3465,302,15,6,1,1.5,No,120,No,460.0
138626,417,15,6,4,2.4,Yes,40,Yes,670.0
48220,600,17,5,1,2.0,Yes,300,No,
105595,479,17,4,1,2.4,No,300,Yes,610.0
93780,490,17,4,2,1.5,No,40,No,440.0
280000,472,17,4,1,2.4,Yes,300,No,560.0
260329,603,17,5,1,2.0,No,80,Yes,
59681,139,15,4,4,2.4,No,80,Yes,590.0
167095,124,15,4,4,2.0,No,80,No,515.0
273613,99,15,4,4,1.5,Yes,80,Yes,560.0
251129,185,15,5,1,2.4,No,40,Yes,390.0
211097,342,15,6,2,1.5,Yes,120,No,440.0
254071,549,17,4,4,2.0,Yes,120,Yes,705.0
99499,118,15,4,4,2.0,Yes,120,No,555.0
92974,522,17,4,2,2.4,No,40,No,490.0
59484,374,15,6,2,2.4,Yes,120,No,580.0
216342,638,17,5,2,1.5,No,120,No,480.0
234291,819,17,6,4,1.5,Yes,80,Yes,760.0
39113,245,15,5,4,1.5,Yes,120,Yes,600.0
150637,313,15,6,1,2.0,No,40,Yes,435.0
214647,447,17,4,1,1.5,No,300,Yes,550.0
151055,672,17,5,2,2.4,No,300,No,610.0
46641,766,17,6,1,2.4,No,120,No,610.0
295773,112,15,4,4,1.5,No,300,No,399.0
42674,426,15,6,4,2.4,No,40,No,600.0
165839,209,15,5,2,2.0,Yes,40,Yes,385.0
86499,840,17,6,4,2.0,Yes,300,No,815.0
66568,549,17,4,4,2.0,Yes,120,Yes,705.0
213353,475,17,4,1,2.4,No,80,Yes,520.0
209621,39,15,4,1,2.4,Yes,300,Yes,520.0
161282,163,15,5,1,2.0,Yes,80,Yes,415.0
273081,814,17,6,2,2.4,No,120,No,420.0
142618,321,15,6,1,2.4,Yes,40,Yes,505.0
190596,788,17,6,2,2.0,Yes,80,No,595.0
249245,173,15,5,1,2.0,No,120,Yes,405.0
43833,409,15,6,4,2.0,No,40,Yes,625.0
260052,778,17,6,2,1.5,No,40,No,343.0
186890,232,15,5,2,2.4,Yes,300,No,520.0
195919,95,15,4,2,2.4,No,300,Yes,530.0
58975,109,15,4,4,1.5,No,120,Yes,392.0
290773,24,15,4,1,2.0,Yes,300,No,410.0
94598,356,15,6,2,2.0,Yes,80,No,475.0
294227,441,17,4,1,1.5,No,40,Yes,420.0
214342,248,15,5,4,1.5,Yes,300,No,610.0
141192,679,17,5,4,1.5,Yes,300,Yes,760.0
122274,366,15,6,2,2.0,No,120,No,465.0
226533,355,15,6,2,2.0,Yes,80,Yes,485.0
31753,300,15,6,1,1.5,No,80,No,420.0
126825,770,17,6,2,1.5,Yes,40,No,550.0
53884,377,15,6,2,2.4,No,40,Yes,385.0
214878,275,15,5,4,2.4,Yes,80,Yes,630.0
268634,491,17,4,2,1.5,No,80,Yes,336.0
139782,244,15,5,4,1.5,Yes,80,No,530.0
48797,110,15,4,4,1.5,No,120,No,510.0
1203,306,15,6,1,2.0,Yes,40,No,445.0
174068,307,15,6,1,2.0,Yes,80,Yes,495.0
120671,607,17,5,1,2.0,No,300,Yes,605.0
67695,304,15,6,1,1.5,No,300,No,495.0
288603,732,17,6,1,1.5,No,80,No,510.0
211529,598,17,5,1,2.0,Yes,120,No,505.0
294322,516,17,4,2,2.4,Yes,80,No,500.0
116292,451,17,4,1,2.0,Yes,80,Yes,525.0
149487,101,15,4,4,1.5,Yes,120,Yes,406.0
88094,270,15,5,4,2.0,No,120,No,555.0
290266,562,17,4,4,2.4,Yes,40,No,434.0
240231,55,15,4,2,1.5,Yes,300,Yes,440.0
240356,184,15,5,1,2.4,Yes,300,No,485.0
127830,325,15,6,1,2.4,Yes,120,Yes,570.0
121841,104,15,4,4,1.5,Yes,300,No,590.0
71631,208,15,5,2,1.5,No,300,No,440.0
12327,163,15,5,1,2.0,Yes,80,Yes,450.0
16619,310,15,6,1,2.0,Yes,120,No,495.0
87868,688,17,5,4,1.5,No,300,No,690.0
155412,107,15,4,4,1.5,No,80,Yes,540.0
7112,149,15,5,1,1.5,Yes,120,Yes,450.0
160756,414,15,6,4,2.0,No,120,No,
10452,212,15,5,2,2.0,Yes,80,No,445.0
173983,856,17,6,4,2.4,Yes,300,No,840.0
287529,663,17,5,2,2.4,Yes,300,Yes,650.0
184052,88,15,4,2,2.4,Yes,300,No,500.0
7206,289,15,6,1,1.5,Yes,40,Yes,470.0
31093,365,15,6,2,2.0,No,120,Yes,545.0
119973,301,15,6,1,1.5,No,120,Yes,475.0
2046,299,15,6,1,1.5,No,80,Yes,490.0
3392,209,15,5,2,2.0,Yes,40,Yes,465.0
181780,448,17,4,1,1.5,No,300,No,
148615,222,15,5,2,2.0,No,120,No,375.0
251557,261,15,5,4,2.0,Yes,120,Yes,625.0
82878,108,15,4,4,1.5,No,80,No,490.0
88615,486,17,4,2,1.5,Yes,120,No,520.0
103371,343,15,6,2,1.5,Yes,300,Yes,580.0
151433,163,15,5,1,2.0,Yes,80,Yes,415.0
94633,124,15,4,4,2.0,No,80,No,515.0
65038,4,15,4,1,1.5,Yes,80,No,335.0
127663,489,17,4,2,1.5,No,40,Yes,480.0
246509,356,15,6,2,2.0,Yes,80,No,435.0
270322,526,17,4,2,2.4,No,120,No,350.0
105633,31,15,4,1,2.0,No,300,Yes,465.0
225368,508,17,4,2,2.0,No,80,No,465.0
202904,289,15,6,1,1.5,Yes,40,Yes,425.0
293632,113,15,4,4,2.0,Yes,40,Yes,545.0
13900,338,15,6,2,1.5,Yes,40,No,460.0
275539,492,17,4,2,1.5,No,80,No,430.0
264319,73,15,4,2,2.0,No,40,Yes,315.0
70843,1,15,4,1,1.5,Yes,40,Yes,345.0
141086,587,17,5,1,1.5,No,80,Yes,500.0
169718,744,17,6,1,2.0,Yes,300,No,650.0
38245,193,15,5,2,1.5,Yes,40,Yes,400.0
259705,347,15,6,2,1.5,No,80,Yes,430.0
200673,585,17,5,1,1.5,No,40,Yes,450.0
162351,34,15,4,1,2.4,Yes,40,No,355.0
272674,285,15,5,4,2.4,No,120,Yes,630.0
235121,323,15,6,1,2.4,Yes,80,Yes,535.0
143001,378,15,6,2,2.4,No,40,No,470.0
132399,581,17,5,1,1.5,Yes,120,Yes,540.0
284480,351,15,6,2,1.5,No,300,Yes,510.0
170719,777,17,6,2,1.5,No,40,Yes,570.0
61198,322,15,6,1,2.4,Yes,40,No,470.0
191166,107,15,4,4,1.5,No,80,Yes,540.0
114540,173,15,5,1,2.0,No,120,Yes,420.0
146029,766,17,6,1,2.4,No,120,No,595.0
119752,324,15,6,1,2.4,Yes,80,No,500.0
183544,26,15,4,1,2.0,No,40,No,280.0
52211,537,17,4,4,1.5,No,40,Yes,600.0
283654,252,15,5,4,1.5,No,80,No,510.0
161531,125,15,4,4,2.0,No,120,Yes,
197236,263,15,5,4,2.0,Yes,300,Yes,685.0
45108,588,17,5,1,1.5,No,80,No,460.0
180477,403,15,6,4,2.0,Yes,80,Yes,685.0
282870,823,17,6,4,1.5,Yes,300,Yes,840.0
247980,731,17,6,1,1.5,No,80,Yes,565.0
109396,94,15,4,2,2.4,No,120,No,440.0
204117,233,15,5,2,2.4,No,40,Yes,430.0
88053,630,17,5,2,1.5,Yes,120,No,540.0
252844,308,15,6,1,2.0,Yes,80,No,430.0
100311,142,15,4,4,2.4,No,120,No,560.0
66461,506,17,4,2,2.0,No,40,No,475.0
162146,451,17,4,1,2.0,Yes,80,Yes,520.0
11641,194,15,5,2,1.5,Yes,40,No,380.0
147357,440,17,4,1,1.5,Yes,300,No,
240060,31,15,4,1,2.0,No,300,Yes,445.0
161457,259,15,5,4,2.0,Yes,80,Yes,
26676,342,15,6,2,1.5,Yes,120,No,500.0
154605,182,15,5,1,2.4,Yes,120,No,435.0
196207,628,17,5,2,1.5,Yes,80,No,490.0
225818,178,15,5,1,2.4,Yes,40,No,365.0
112912,4,15,4,1,1.5,Yes,80,No,325.0
127264,165,15,5,1,2.0,Yes,120,Yes,440.0
55851,451,17,4,1,2.0,Yes,80,Yes,535.0
113839,138,15,4,4,2.4,No,40,No,500.0
257889,405,15,6,4,2.0,Yes,120,Yes,
52022,630,17,5,2,1.5,Yes,120,No,550.0
293526,497,17,4,2,2.0,Yes,40,Yes,
105677,404,15,6,4,2.0,Yes,80,No,635.0
70365,301,15,6,1,1.5,No,120,Yes,
2303,75,15,4,2,2.0,No,80,Yes,465.0
250859,116,15,4,4,2.0,Yes,80,No,535.0
260782,346,15,6,2,1.5,No,40,No,238.0
58454,473,17,4,1,2.4,No,40,Yes,500.0
207841,253,15,5,4,1.5,No,120,Yes,580.0
250016,232,15,5,2,2.4,Yes,300,No,500.0
266013,28,15,4,1,2.0,No,80,No,217.0
224157,438,17,4,1,1.5,Yes,120,No,455.0
44438,237,15,5,2,2.4,No,120,Yes,371.0
227816,313,15,6,1,2.0,No,40,Yes,425.0
158445,811,17,6,2,2.4,No,80,Yes,660.0
32938,360,15,6,2,2.0,Yes,300,No,575.0
125575,329,15,6,1,2.4,No,40,Yes,490.0
204232,133,15,4,4,2.4,Yes,120,Yes,630.0
85576,580,17,5,1,1.5,Yes,80,No,475.0
220577,794,17,6,2,2.0,No,40,No,525.0
178662,278,15,5,4,2.4,Yes,120,No,600.0
85667,199,15,5,2,1.5,Yes,300,Yes,500.0
31625,77,15,4,2,2.0,No,120,Yes,445.0
16913,355,15,6,2,2.0,Yes,80,Yes,565.0
289156,127,15,4,4,2.0,No,300,Yes,645.0
218509,738,17,6,1,2.0,Yes,40,No,520.0
9391,20,15,4,1,2.0,Yes,80,No,380.0
216981,191,15,5,1,2.4,No,300,Yes,515.0
64921,649,17,5,2,2.0,No,40,Yes,545.0
164234,258,15,5,4,2.0,Yes,40,No,515.0
